USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  23440 13748 ?        Ss   17:48   0:01 /sbin/init splash
dam        52527  0.0  0.2 2437560 77568 ?       Sl   18:26   0:00 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:41179 -prefMapHandle 1:272774 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {7d09a958-d843-4382-9d67-3e5e19e40ddb} -parentPid 5843 -crashReporter 6 -crashHelperPid 5848 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 14 tab
root       60876  0.0  0.0      0     0 ?        I    18:33   0:00 [kworker/0:2-cgroup_destroy]
root       64497  0.0  0.0      0     0 ?        I<   18:36   0:00 [kworker/u69:0-ttm]
root       67697  0.0  0.0      0     0 ?        I    18:39   0:00 [kworker/4:1-events]
root       67962  0.0  0.0      0     0 ?        I    18:39   0:00 [kworker/u65:0-events_unbound]
root       70644  0.0  0.0      0     0 ?        I    18:41   0:00 [kworker/11:0-cgroup_destroy]
root       79808  0.0  0.0      0     0 ?        I    18:49   0:00 [kworker/11:2-cgroup_destroy]
root       87148  0.0  0.0      0     0 ?        I    18:55   0:00 [kworker/u65:4-events_unbound]
root       94243  0.0  0.0      0     0 ?        I    19:00   0:00 [kworker/u65:2-flush-8:16]
dam        98007  0.0  0.0  18532  9852 pts/4    Ss+  19:03   0:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root       98636  0.0  0.0      0     0 ?        I    19:04   0:00 [kworker/1:0-cgroup_destroy]
root       99888  0.0  0.0      0     0 ?        I    19:04   0:00 [kworker/9:0-cgroup_destroy]
root       99970  0.0  0.0      0     0 ?        I    19:04   0:00 [kworker/u66:0-events_unbound]
dam       100231  0.0  0.0  18532  9720 pts/5    Ss+  19:04   0:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root      102575  0.0  0.0      0     0 ?        I    19:06   0:00 [kworker/u65:1-events_unbound]
root      106801  0.0  0.0      0     0 ?        I    19:09   0:00 [kworker/10:2-cgroup_destroy]
root      108030  0.0  0.0      0     0 ?        I    19:10   0:00 [kworker/11:1-events]
root      112041  0.0  0.0      0     0 ?        I    19:13   0:00 [kworker/u64:3-sdma0]
root      112367  0.0  0.0      0     0 ?        I    19:13   0:00 [kworker/u66:2-events_power_efficient]
root      115783  0.0  0.0      0     0 ?        I    19:16   0:00 [kworker/10:0-events]
root      117231  0.0  0.0      0     0 ?        I    19:17   0:00 [kworker/u66:3-events_power_efficient]
root      119257  0.0  0.0      0     0 ?        I    19:19   0:00 [kworker/4:2-events]
root      119493  0.0  0.0      0     0 ?        I    19:19   0:00 [kworker/8:1-cgroup_destroy]
root      119518  0.1  0.0      0     0 ?        I    19:19   0:00 [kworker/u64:1-gfx_low]
dam       121175  0.0  0.0  18532  9856 pts/6    Ss   19:20   0:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root      121609  0.0  0.0      0     0 ?        I<   19:20   0:00 [kworker/u68:2]
root      125824  0.0  0.0      0     0 ?        I    19:24   0:00 [kworker/u64:0-sdma0]
dam       126265  115  0.7 12542372 237976 pts/6 Sl+  19:24   0:08 /usr/bin/java -Djansi.mode=force -classpath /usr/share/maven/boot/plexus-classworlds-2.x.jar -Dclassworlds.conf=/usr/share/maven/bin/m2.conf -Dmaven.home=/usr/share/maven -Dlibrary.jansi.path=/usr/share/maven/lib/jansi-native -Dmaven.multiModuleProjectDirectory=/home/dam/Escritorio/david/PGV/procesos-servicios-consola org.codehaus.plexus.classworlds.launcher.Launcher clean spring-boot:run
dam       126388 24.9  0.3 11746328 102820 pts/6 Sl+  19:24   0:01 /usr/lib/jvm/java-17-openjdk-amd64/bin/java -XX:TieredStopAtLevel=1 -cp /home/dam/Escritorio/david/PGV/procesos-servicios-consola/target/classes:/home/dam/.m2/repository/org/slf4j/slf4j-api/2.0.11/slf4j-api-2.0.11.jar:/home/dam/.m2/repository/org/springframework/boot/spring-boot/3.3.3/spring-boot-3.3.3.jar:/home/dam/.m2/repository/org/springframework/spring-context/6.1.12/spring-context-6.1.12.jar:/home/dam/.m2/repository/org/springframework/spring-aop/6.1.12/spring-aop-6.1.12.jar:/home/dam/.m2/repository/org/springframework/spring-beans/6.1.12/spring-beans-6.1.12.jar:/home/dam/.m2/repository/org/springframework/spring-expression/6.1.12/spring-expression-6.1.12.jar:/home/dam/.m2/repository/io/micrometer/micrometer-observation/1.13.3/micrometer-observation-1.13.3.jar:/home/dam/.m2/repository/io/micrometer/micrometer-commons/1.13.3/micrometer-commons-1.13.3.jar:/home/dam/.m2/repository/org/springframework/boot/spring-boot-autoconfigure/3.3.3/spring-boot-autoconfigure-3.3.3.jar:/home/dam/.m2/repository/ch/qos/logback/logback-classic/1.5.7/logback-classic-1.5.7.jar:/home/dam/.m2/repository/ch/qos/logback/logback-core/1.5.7/logback-core-1.5.7.jar:/home/dam/.m2/repository/org/apache/logging/log4j/log4j-to-slf4j/2.23.1/log4j-to-slf4j-2.23.1.jar:/home/dam/.m2/repository/org/apache/logging/log4j/log4j-api/2.23.1/log4j-api-2.23.1.jar:/home/dam/.m2/repository/org/slf4j/jul-to-slf4j/2.0.16/jul-to-slf4j-2.0.16.jar:/home/dam/.m2/repository/jakarta/annotation/jakarta.annotation-api/2.1.1/jakarta.annotation-api-2.1.1.jar:/home/dam/.m2/repository/org/springframework/spring-core/6.1.12/spring-core-6.1.12.jar:/home/dam/.m2/repository/org/springframework/spring-jcl/6.1.12/spring-jcl-6.1.12.jar:/home/dam/.m2/repository/org/yaml/snakeyaml/2.2/snakeyaml-2.2.jar org.formacion.procesos.ProcesosServiciosApplication
dam       126517  0.0  0.0   2804  1536 pts/6    S+   19:24   0:00 sh -c ps aux >mis_procesos.txt
dam       126518  0.0  0.0  16628  4736 pts/6    R+   19:24   0:00 ps aux
